isin,name,issuer,fund_family,asset_class,category,strategy,benchmark,domicile,fund_currency,aum_millions,aum_currency,inception_date,age_years,replication_method,distribution_policy,ter,exchange,exchange_code,ticker,trading_currency,listing_date,country,provider,snapshot_date,retrieved_at
IE1000000036,Meridian Defensive Allocation UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,33.23,EUR,2013-01-06,13.6,Sampling,Accumulating,0.08,London Stock Exchange,XLON,ME0030,GBP,2015-06-09,GB,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000036,Meridian Defensive Allocation UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,33.23,EUR,2013-01-06,13.6,Sampling,Accumulating,0.08,Bolsa de Madrid,XMAD,ME0036,EUR,2015-05-11,ES,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000036,Meridian Defensive Allocation UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,33.23,EUR,2013-01-06,13.6,Sampling,Accumulating,0.08,Euronext Amsterdam,XAMS,ME0035,EUR,2014-01-19,NL,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000044,Aperture Climate Transition Index ETF,Aperture Index,Aperture Index,Equity,Climate Transition,ESG,Global Climate Transition,LU,GBP,5578.56,GBP,2008-08-12,18.0,Physical,Accumulating,0.59,SIX Swiss Exchange,XSWX,AP0044,CHF,2010-07-19,CH,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000044,Aperture Climate Transition Index ETF,Aperture Index,Aperture Index,Equity,Climate Transition,ESG,Global Climate Transition,LU,GBP,5578.56,GBP,2008-08-12,18.0,Physical,Accumulating,0.59,Borsa Italiana,XMIL,AP0043,EUR,2010-01-04,IT,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000044,Aperture Climate Transition Index ETF,Aperture Index,Aperture Index,Equity,Climate Transition,ESG,Global Climate Transition,LU,GBP,5578.56,GBP,2008-08-12,18.0,Physical,Accumulating,0.59,Euronext Amsterdam,XAMS,AP0045,EUR,2010-05-26,NL,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000051,Cedar Technology UCITS ETF,Cedar Capital,Cedar Capital,Equity,Technology,Thematic,Global Technology Leaders,IE,EUR,2567.93,EUR,2016-04-14,10.3,Physical,Accumulating,0.49,Deutsche Börse Xetra,XETR,CE0051,EUR,2016-06-15,DE,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000051,Cedar Technology UCITS ETF,Cedar Capital,Cedar Capital,Equity,Technology,Thematic,Global Technology Leaders,IE,EUR,2567.93,EUR,2016-04-14,10.3,Physical,Accumulating,0.49,Euronext Paris,XPAR,CE0052,EUR,2016-12-19,FR,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000051,Cedar Technology UCITS ETF,Cedar Capital,Cedar Capital,Equity,Technology,Thematic,Global Technology Leaders,IE,EUR,2567.93,EUR,2016-04-14,10.3,Physical,Accumulating,0.49,Euronext Amsterdam,XAMS,CE0055,EUR,2017-08-15,NL,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000069,Quarry Gold Index ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,LU,USD,135.09,USD,2007-04-01,19.4,Physical,Distributing,0.07,Borsa Italiana,XMIL,QU0063,EUR,2008-11-25,IT,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000069,Quarry Gold Index ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,LU,USD,135.09,USD,2007-04-01,19.4,Physical,Distributing,0.07,SIX Swiss Exchange,XSWX,QU0064,CHF,2008-07-18,CH,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000077,Vela Defensive Allocation Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,0.0,EUR,2008-12-05,17.7,Physical,Accumulating,0.07,Bolsa de Madrid,XMAD,VE0076,EUR,2009-06-06,ES,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000077,Vela Defensive Allocation Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,0.0,EUR,2008-12-05,17.7,Physical,Accumulating,0.07,Euronext Amsterdam,XAMS,VE0075,EUR,2009-09-18,NL,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,68.71,EUR,2010-08-09,16.0,Physical,Distributing,0.24,Borsa Italiana,XMIL,AT0083,EUR,2012-12-23,IT,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,68.71,EUR,2010-08-09,16.0,Physical,Distributing,0.24,Deutsche Börse Xetra,XETR,AT0081,EUR,2012-08-24,DE,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,68.71,EUR,2010-08-09,16.0,Physical,Distributing,0.24,SIX Swiss Exchange,XSWX,AT0084,CHF,2011-08-20,CH,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,951.89,EUR,2025-08-02,1.0,Synthetic,Distributing,0.73,Bolsa de Madrid,XMAD,NO0096,EUR,2025-12-13,ES,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,951.89,EUR,2025-08-02,1.0,Synthetic,Distributing,0.73,Borsa Italiana,XMIL,NO0093,EUR,2027-10-25,IT,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,6532.7,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,Euronext Paris,XPAR,HE0102,EUR,2026-11-10,FR,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1290.44,EUR,2007-06-26,19.1,Physical,Distributing,0.48,Euronext Paris,XPAR,ME0112,EUR,2009-05-24,FR,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1290.44,EUR,2007-06-26,19.1,Physical,Distributing,0.48,SIX Swiss Exchange,XSWX,ME0114,CHF,2009-02-23,CH,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2776.17,EUR,2018-04-28,8.3,Physical,Distributing,0.67,SIX Swiss Exchange,XSWX,AP0124,USD,2018-12-06,CH,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2776.17,EUR,2018-04-28,8.3,Physical,Distributing,0.67,Euronext Paris,XPAR,AP0122,EUR,2019-10-29,FR,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,227.03,USD,2017-09-01,9.0,Physical,Accumulating,0.06,Bolsa de Madrid,XMAD,CE0136,EUR,2019-03-07,ES,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,227.03,USD,2017-09-01,9.0,Physical,Accumulating,0.06,London Stock Exchange,XLON,CE0130,USD,2019-04-10,GB,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,147.01,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Euronext Amsterdam,XAMS,QU0145,EUR,2022-09-06,NL,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,147.01,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Deutsche Börse Xetra,XETR,QU0141,EUR,2022-06-06,DE,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,67.91,EUR,2023-04-12,3.3,Physical,Accumulating,0.28,Borsa Italiana,XMIL,VE0153,EUR,2024-01-25,IT,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,67.91,EUR,2023-04-12,3.3,Physical,Accumulating,0.28,Deutsche Börse Xetra,XETR,VE0151,EUR,2024-03-23,DE,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,174.95,CHF,2014-04-10,12.3,Sampling,Distributing,0.27,Euronext Paris,XPAR,AT0162,EUR,2015-03-10,FR,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,174.95,CHF,2014-04-10,12.3,Sampling,Distributing,0.27,Bolsa de Madrid,XMAD,AT0166,EUR,2016-07-10,ES,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,174.95,CHF,2014-04-10,12.3,Sampling,Distributing,0.27,Deutsche Börse Xetra,XETR,AT0161,EUR,2016-04-23,DE,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,174.95,CHF,2014-04-10,12.3,Sampling,Distributing,0.27,Borsa Italiana,XMIL,AT0163,EUR,2015-07-29,IT,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2644.14,EUR,2023-11-24,2.7,Physical,Distributing,0.58,Euronext Paris,XPAR,NO0172,EUR,2025-03-04,FR,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2644.14,EUR,2023-11-24,2.7,Physical,Distributing,0.58,SIX Swiss Exchange,XSWX,NO0174,CHF,2025-07-29,CH,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000184,Helix Gold Enhanced ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,232.49,USD,2016-07-20,10.1,Physical,Distributing,0.1,SIX Swiss Exchange,XSWX,HE0184,USD,2016-09-28,CH,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1521.76,USD,2008-05-20,18.2,Synthetic,Distributing,0.26,SIX Swiss Exchange,XSWX,ME0194,USD,2009-04-23,CH,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1521.76,USD,2008-05-20,18.2,Synthetic,Distributing,0.26,Euronext Paris,XPAR,ME0192,EUR,2008-12-31,FR,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,19.36,USD,2010-10-30,15.8,Physical,Distributing,0.61,SIX Swiss Exchange,XSWX,AP0204,CHF,2012-06-06,CH,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,104.9,CHF,2024-04-17,2.3,Physical,Distributing,0.65,Bolsa de Madrid,XMAD,CE0216,EUR,2025-03-31,ES,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,104.9,CHF,2024-04-17,2.3,Physical,Distributing,0.65,Borsa Italiana,XMIL,CE0213,EUR,2026-10-02,IT,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,4977.59,EUR,2010-10-09,15.8,Physical,Accumulating,0.31,London Stock Exchange,XLON,QU0220,USD,2012-12-18,GB,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,4977.59,EUR,2010-10-09,15.8,Physical,Accumulating,0.31,Euronext Paris,XPAR,QU0222,EUR,2013-03-14,FR,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.6,Sampling,Distributing,0.15,SIX Swiss Exchange,XSWX,VE0234,CHF,2014-04-09,CH,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.6,Sampling,Distributing,0.15,Deutsche Börse Xetra,XETR,VE0231,EUR,2013-12-21,DE,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,67.23,CHF,2008-04-18,18.3,Physical,Accumulating,0.45,Deutsche Börse Xetra,XETR,AT0241,EUR,2009-01-17,DE,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,67.23,CHF,2008-04-18,18.3,Physical,Accumulating,0.45,Euronext Paris,XPAR,AT0242,EUR,2010-09-06,FR,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,38.65,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,London Stock Exchange,XLON,NO0250,GBP,2025-09-07,GB,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,38.65,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Bolsa de Madrid,XMAD,NO0256,EUR,2026-09-28,ES,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2289.94,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,London Stock Exchange,XLON,HE0260,GBP,2022-07-12,GB,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1129.27,EUR,2019-04-22,7.3,Synthetic,Distributing,0.13,London Stock Exchange,XLON,ME0270,GBP,2020-07-18,GB,Meridian Data Service,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,619.03,EUR,2022-04-21,4.3,Physical,Accumulating,0.63,Bolsa de Madrid,XMAD,AP0286,EUR,2024-07-23,ES,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,619.03,EUR,2022-04-21,4.3,Physical,Accumulating,0.63,London Stock Exchange,XLON,AP0280,USD,2023-12-24,GB,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,619.03,EUR,2022-04-21,4.3,Physical,Accumulating,0.63,Deutsche Börse Xetra,XETR,AP0281,EUR,2023-12-30,DE,Aperture Public Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,383.84,GBP,2016-10-18,9.8,Sampling,Accumulating,0.74,Borsa Italiana,XMIL,CE0293,EUR,2018-11-06,IT,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,383.84,GBP,2016-10-18,9.8,Sampling,Accumulating,0.74,Deutsche Börse Xetra,XETR,CE0291,EUR,2018-03-31,DE,Cedar Fund Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,449.27,EUR,2021-01-25,5.5,Physical,Accumulating,0.66,Bolsa de Madrid,XMAD,QU0306,EUR,2022-09-01,ES,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,449.27,EUR,2021-01-25,5.5,Physical,Accumulating,0.66,Borsa Italiana,XMIL,QU0303,EUR,2022-06-06,IT,Quarry Product Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14241.69,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Bolsa de Madrid,XMAD,VE0316,EUR,2010-09-09,ES,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14241.69,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Euronext Amsterdam,XAMS,VE0315,EUR,2010-06-16,NL,Vela Fund Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,141.78,USD,2025-08-21,1.0,Sampling,Distributing,0.07,SIX Swiss Exchange,XSWX,AT0324,CHF,2026-12-15,CH,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,141.78,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Bolsa de Madrid,XMAD,AT0326,EUR,2027-04-17,ES,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,141.78,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Deutsche Börse Xetra,XETR,AT0321,EUR,2028-02-02,DE,Atlas Data Feed,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000333,Northstar Euro Government Bond UCITS ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Euro Government Bond,Duration,Euro Sovereign 7-10Y,IE,EUR,16463.76,EUR,2022-05-04,4.3,Sampling,Accumulating,0.48,Borsa Italiana,XMIL,NO0333,EUR,2022-11-04,IT,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000333,Northstar Euro Government Bond UCITS ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Euro Government Bond,Duration,Euro Sovereign 7-10Y,IE,EUR,16463.76,EUR,2022-05-04,4.3,Sampling,Accumulating,0.48,Bolsa de Madrid,XMAD,NO0336,EUR,2023-01-16,ES,Northstar Public Data,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000341,Helix Broad Commodities Enhanced ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,USD,3996.75,USD,2023-02-16,3.5,Physical,Accumulating,0.55,Euronext Paris,XPAR,HE0342,EUR,2023-05-08,FR,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000341,Helix Broad Commodities Enhanced ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,USD,3996.75,USD,2023-02-16,3.5,Physical,Accumulating,0.55,Bolsa de Madrid,XMAD,HE0346,EUR,2023-03-15,ES,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
IE1000000341,Helix Broad Commodities Enhanced ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,LU,USD,3996.75,USD,2023-02-16,3.5,Physical,Accumulating,0.55,Euronext Amsterdam,XAMS,HE0345,EUR,2024-08-30,NL,Helix Market Files,2026-08-14,2026-08-14T06:30:00+00:00
