isin,name,issuer,fund_family,asset_class,category,strategy,benchmark,domicile,fund_currency,aum_millions,aum_currency,inception_date,age_years,replication_method,distribution_policy,ter,exchange,exchange_code,ticker,trading_currency,listing_date,country,provider,snapshot_date,retrieved_at
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,70.01,EUR,2010-08-09,16.0,Physical,Distributing,0.24,SIX Swiss Exchange,XSWX,AT0084,CHF,2011-05-22,CH,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,977.86,EUR,2025-08-02,1.1,Synthetic,Distributing,0.73,Deutsche Börse Xetra,XETR,NO0091,EUR,2026-06-25,DE,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,974.87,EUR,2025-08-02,1.1,Synthetic,Distributing,0.73,Bolsa de Madrid,XMAD,NO0096,EUR,2027-02-02,ES,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,6632.57,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,Euronext Paris,XPAR,HE0102,EUR,2026-05-17,FR,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,6640.84,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,SIX Swiss Exchange,XSWX,HE0104,USD,2025-08-09,CH,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,6665.12,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,Bolsa de Madrid,XMAD,HE0106,EUR,2026-01-12,ES,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1337.58,EUR,2007-06-26,19.2,Physical,Distributing,0.48,Deutsche Börse Xetra,XETR,ME0111,EUR,2009-08-30,DE,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1317.17,EUR,2007-06-26,19.2,Physical,Distributing,0.48,London Stock Exchange,XLON,ME0110,USD,2009-02-02,GB,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1311.71,EUR,2007-06-26,19.2,Physical,Distributing,0.48,Bolsa de Madrid,XMAD,ME0116,EUR,2008-11-08,ES,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2897.62,EUR,2018-04-28,8.3,Physical,Distributing,0.67,Deutsche Börse Xetra,XETR,AP0121,EUR,2019-09-20,DE,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,229.06,USD,2017-09-01,9.0,Physical,Accumulating,0.06,Bolsa de Madrid,XMAD,CE0136,EUR,2019-10-27,ES,Cedar Fund Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,152.39,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,SIX Swiss Exchange,XSWX,QU0144,USD,2020-09-07,CH,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,149.63,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Bolsa de Madrid,XMAD,QU0146,EUR,2022-05-30,ES,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,148.43,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Borsa Italiana,XMIL,QU0143,EUR,2021-07-24,IT,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,68.85,EUR,2023-04-12,3.4,Physical,Accumulating,0.28,London Stock Exchange,XLON,VE0150,GBP,2025-05-01,GB,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,70.8,EUR,2023-04-12,3.4,Physical,Accumulating,0.28,Euronext Paris,XPAR,VE0152,EUR,2024-03-13,FR,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,69.97,EUR,2023-04-12,3.4,Physical,Accumulating,0.28,Deutsche Börse Xetra,XETR,VE0151,EUR,2024-11-18,DE,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,179.88,CHF,2014-04-10,12.4,Sampling,Distributing,0.27,SIX Swiss Exchange,XSWX,AT0164,USD,2014-10-10,CH,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,177.13,CHF,2014-04-10,12.4,Sampling,Distributing,0.27,Euronext Amsterdam,XAMS,AT0165,EUR,2015-08-04,NL,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2711.06,EUR,2023-11-24,2.7,Physical,Distributing,0.58,Bolsa de Madrid,XMAD,NO0176,EUR,2024-04-23,ES,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2702.5,EUR,2023-11-24,2.7,Physical,Distributing,0.58,Deutsche Börse Xetra,XETR,NO0171,EUR,2025-03-13,DE,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2726.1,EUR,2023-11-24,2.7,Physical,Distributing,0.58,SIX Swiss Exchange,XSWX,NO0174,USD,2026-01-17,CH,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2675.76,EUR,2023-11-24,2.7,Physical,Distributing,0.58,Euronext Amsterdam,XAMS,NO0175,EUR,2025-06-13,NL,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000184,Helix Gold Enhanced ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,240.02,USD,2016-07-20,10.1,Physical,Distributing,0.1,Euronext Amsterdam,XAMS,HE0185,EUR,2016-11-08,NL,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000184,Helix Gold Enhanced ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,240.46,USD,2016-07-20,10.1,Physical,Distributing,0.1,London Stock Exchange,XLON,HE0180,GBP,2017-01-25,GB,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1562.09,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,Deutsche Börse Xetra,XETR,ME0191,EUR,2009-08-01,DE,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1565.41,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,Borsa Italiana,XMIL,ME0193,EUR,2010-05-29,IT,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1557.74,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,London Stock Exchange,XLON,ME0190,GBP,2010-05-15,GB,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1555.28,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,SIX Swiss Exchange,XSWX,ME0194,USD,2009-04-15,CH,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,19.65,USD,2010-10-30,15.8,Physical,Distributing,0.61,Bolsa de Madrid,XMAD,AP0206,EUR,2012-11-16,ES,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,19.93,USD,2010-10-30,15.8,Physical,Distributing,0.61,SIX Swiss Exchange,XSWX,AP0204,USD,2013-04-10,CH,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,19.81,USD,2010-10-30,15.8,Physical,Distributing,0.61,Deutsche Börse Xetra,XETR,AP0201,EUR,2012-03-09,DE,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,19.62,USD,2010-10-30,15.8,Physical,Distributing,0.61,London Stock Exchange,XLON,AP0200,USD,2011-06-21,GB,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,108.72,CHF,2024-04-17,2.3,Physical,Distributing,0.65,Deutsche Börse Xetra,XETR,CE0211,EUR,2026-03-03,DE,Cedar Fund Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,109.05,CHF,2024-04-17,2.3,Physical,Distributing,0.65,London Stock Exchange,XLON,CE0210,USD,2024-09-11,GB,Cedar Fund Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,5119.57,EUR,2010-10-09,15.9,Physical,Accumulating,0.31,Bolsa de Madrid,XMAD,QU0226,EUR,2012-05-29,ES,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,5111.75,EUR,2010-10-09,15.9,Physical,Accumulating,0.31,SIX Swiss Exchange,XSWX,QU0224,CHF,2010-11-10,CH,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.7,Sampling,Distributing,0.15,London Stock Exchange,XLON,VE0230,USD,2012-05-02,GB,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.7,Sampling,Distributing,0.15,Euronext Paris,XPAR,VE0232,EUR,2013-03-05,FR,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,68.87,CHF,2008-04-18,18.3,Physical,Accumulating,0.45,Deutsche Börse Xetra,XETR,AT0241,EUR,2010-07-30,DE,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,69.91,CHF,2008-04-18,18.3,Physical,Accumulating,0.45,Euronext Paris,XPAR,AT0242,EUR,2009-08-30,FR,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,68.48,CHF,2008-04-18,18.3,Physical,Accumulating,0.45,Bolsa de Madrid,XMAD,AT0246,EUR,2009-04-21,ES,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,39.28,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Borsa Italiana,XMIL,NO0253,EUR,2027-01-27,IT,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,40.27,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,London Stock Exchange,XLON,NO0250,USD,2026-11-22,GB,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,40.21,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Bolsa de Madrid,XMAD,NO0256,EUR,2026-09-21,ES,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,39.53,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Euronext Amsterdam,XAMS,NO0255,EUR,2026-06-15,NL,Northstar Public Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2367.99,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,SIX Swiss Exchange,XSWX,HE0264,CHF,2022-06-23,CH,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2314.27,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,London Stock Exchange,XLON,HE0260,GBP,2023-04-17,GB,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2348.39,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,Euronext Paris,XPAR,HE0262,EUR,2021-08-17,FR,Helix Market Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1167.95,EUR,2019-04-22,7.3,Synthetic,Distributing,0.13,SIX Swiss Exchange,XSWX,ME0274,USD,2019-10-11,CH,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1159.9,EUR,2019-04-22,7.3,Synthetic,Distributing,0.13,London Stock Exchange,XLON,ME0270,GBP,2019-07-13,GB,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1145.23,EUR,2019-04-22,7.3,Synthetic,Distributing,0.13,Euronext Amsterdam,XAMS,ME0275,EUR,2021-03-23,NL,Meridian Data Service,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,633.11,EUR,2022-04-21,4.3,Physical,Accumulating,0.63,Bolsa de Madrid,XMAD,AP0286,EUR,2023-12-27,ES,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,644.37,EUR,2022-04-21,4.3,Physical,Accumulating,0.63,Borsa Italiana,XMIL,AP0283,EUR,2022-08-04,IT,Aperture Public Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,398.66,GBP,2016-10-18,9.8,Sampling,Accumulating,0.74,Bolsa de Madrid,XMAD,CE0296,EUR,2018-05-11,ES,Cedar Fund Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,397.8,GBP,2016-10-18,9.8,Sampling,Accumulating,0.74,Euronext Amsterdam,XAMS,CE0295,EUR,2018-06-29,NL,Cedar Fund Data,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,458.71,EUR,2021-01-25,5.6,Physical,Accumulating,0.66,SIX Swiss Exchange,XSWX,QU0304,USD,2022-04-16,CH,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,461.07,EUR,2021-01-25,5.6,Physical,Accumulating,0.66,Borsa Italiana,XMIL,QU0303,EUR,2023-02-19,IT,Quarry Product Feed,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14398.01,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,SIX Swiss Exchange,XSWX,VE0314,CHF,2011-07-07,CH,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14731.23,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,London Stock Exchange,XLON,VE0310,GBP,2010-08-21,GB,Vela Fund Files,2026-08-21,2026-08-21T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,144.19,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Bolsa de Madrid,XMAD,AT0326,EUR,2026-10-07,ES,Atlas Data Feed,2026-08-21,2026-08-21T06:30:00+00:00
