isin,name,issuer,fund_family,asset_class,category,strategy,benchmark,domicile,fund_currency,aum_millions,aum_currency,inception_date,age_years,replication_method,distribution_policy,ter,exchange,exchange_code,ticker,trading_currency,listing_date,country,provider,snapshot_date,retrieved_at
IE1000000051,Cedar Technology UCITS ETF,Cedar Capital,Cedar Capital,Equity,Technology,Thematic,Global Technology Leaders,IE,EUR,2665.59,EUR,2016-04-14,10.4,Physical,Accumulating,0.49,Bolsa de Madrid,XMAD,CE0056,EUR,2018-07-10,ES,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000051,Cedar Technology UCITS ETF,Cedar Capital,Cedar Capital,Equity,Technology,Thematic,Global Technology Leaders,IE,EUR,2713.04,EUR,2016-04-14,10.4,Physical,Accumulating,0.49,London Stock Exchange,XLON,CE0050,GBP,2016-09-08,GB,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000069,Quarry Gold Index ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,LU,USD,146.98,USD,2007-04-01,19.4,Physical,Distributing,0.07,Deutsche Börse Xetra,XETR,QU0061,EUR,2007-12-25,DE,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000077,Vela Defensive Allocation Screened UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,LU,EUR,0.0,EUR,2008-12-05,17.7,Physical,Accumulating,0.07,SIX Swiss Exchange,XSWX,VE0074,CHF,2009-12-25,CH,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,74.18,EUR,2010-08-09,16.1,Physical,Distributing,0.24,London Stock Exchange,XLON,AT0080,GBP,2011-12-12,GB,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,74.81,EUR,2010-08-09,16.1,Physical,Distributing,0.24,Deutsche Börse Xetra,XETR,AT0081,EUR,2012-07-18,DE,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000085,Atlas Emerging Markets Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,EUR,72.49,EUR,2010-08-09,16.1,Physical,Distributing,0.24,Bolsa de Madrid,XMAD,AT0086,EUR,2010-08-26,ES,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,1023.74,EUR,2025-08-02,1.1,Synthetic,Distributing,0.73,Euronext Amsterdam,XAMS,NO0095,EUR,2026-09-18,NL,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000093,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,EUR,972.08,EUR,2025-08-02,1.1,Synthetic,Distributing,0.73,Bolsa de Madrid,XMAD,NO0096,EUR,2027-09-15,ES,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,7095.84,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,Borsa Italiana,XMIL,HE0103,EUR,2027-01-28,IT,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000101,Helix Climate Transition Index ETF,Helix Funds,Helix Funds,Equity,Climate Transition,ESG,Global Climate Transition,IE,EUR,7083.77,EUR,2025-02-10,1.5,Sampling,Accumulating,0.6,London Stock Exchange,XLON,HE0100,GBP,2026-11-07,GB,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1334.75,EUR,2007-06-26,19.2,Physical,Distributing,0.48,Deutsche Börse Xetra,XETR,ME0111,EUR,2009-05-28,DE,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1348.23,EUR,2007-06-26,19.2,Physical,Distributing,0.48,Euronext Paris,XPAR,ME0112,EUR,2007-08-02,FR,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000119,Meridian Defensive Allocation Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Defensive Allocation,Allocation,Global 30/70,IE,EUR,1394.52,EUR,2007-06-26,19.2,Physical,Distributing,0.48,London Stock Exchange,XLON,ME0110,USD,2007-11-30,GB,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2825.93,EUR,2018-04-28,8.3,Physical,Distributing,0.67,London Stock Exchange,XLON,AP0120,GBP,2019-06-26,GB,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2942.08,EUR,2018-04-28,8.3,Physical,Distributing,0.67,Euronext Paris,XPAR,AP0122,EUR,2020-05-20,FR,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,2913.04,EUR,2018-04-28,8.3,Physical,Distributing,0.67,Bolsa de Madrid,XMAD,AP0126,EUR,2020-10-13,ES,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000127,Aperture Technology UCITS ETF,Aperture Index,Aperture Index,Equity,Technology,Thematic,Global Technology Leaders,LU,EUR,3010.5,EUR,2018-04-28,8.3,Physical,Distributing,0.67,Euronext Amsterdam,XAMS,AP0125,EUR,2018-07-31,NL,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,237.27,USD,2017-09-01,9.0,Physical,Accumulating,0.06,Euronext Paris,XPAR,CE0132,EUR,2019-10-14,FR,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,238.5,USD,2017-09-01,9.0,Physical,Accumulating,0.06,SIX Swiss Exchange,XSWX,CE0134,CHF,2020-01-31,CH,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000135,Cedar Global Aggregate Bond Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,IE,USD,238.46,USD,2017-09-01,9.0,Physical,Accumulating,0.06,Deutsche Börse Xetra,XETR,CE0131,EUR,2018-10-25,DE,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,155.97,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Bolsa de Madrid,XMAD,QU0146,EUR,2021-11-21,ES,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,158.58,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,London Stock Exchange,XLON,QU0140,USD,2020-08-18,GB,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000143,Quarry Gold Enhanced ETF,Quarry Investments,Quarry Investments,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,159.82,USD,2020-07-04,6.1,Synthetic,Distributing,0.53,Borsa Italiana,XMIL,QU0143,EUR,2021-12-15,IT,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,71.98,EUR,2023-04-12,3.4,Physical,Accumulating,0.28,Euronext Paris,XPAR,VE0152,EUR,2024-02-18,FR,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000150,Vela Emerging Markets Enhanced ETF,Vela Asset Management,Vela Asset Management,Equity,Emerging Markets,Core,Emerging Markets Broad,LU,EUR,70.67,EUR,2023-04-12,3.4,Physical,Accumulating,0.28,Euronext Amsterdam,XAMS,VE0155,EUR,2023-11-09,NL,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,189.36,CHF,2014-04-10,12.4,Sampling,Distributing,0.27,London Stock Exchange,XLON,AT0160,GBP,2016-09-10,GB,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000168,Atlas Global Large Cap Screened UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,181.3,CHF,2014-04-10,12.4,Sampling,Distributing,0.27,Euronext Paris,XPAR,AT0162,EUR,2016-05-17,FR,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2739.76,EUR,2023-11-24,2.8,Physical,Distributing,0.58,Euronext Amsterdam,XAMS,NO0175,EUR,2024-06-16,NL,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000176,Northstar Global Aggregate Bond Index ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Global Aggregate Bond,Core,Global Aggregate Bond,LU,EUR,2764.76,EUR,2023-11-24,2.8,Physical,Distributing,0.58,Borsa Italiana,XMIL,NO0173,EUR,2025-08-06,IT,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000184,Helix Gold Enhanced ETF,Helix Funds,Helix Funds,Commodity,Gold,Single commodity,Physical Gold Reference,IE,USD,242.93,USD,2016-07-20,10.1,Physical,Distributing,0.1,Euronext Paris,XPAR,HE0182,EUR,2016-11-04,FR,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1605.0,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,Euronext Paris,XPAR,ME0192,EUR,2008-12-16,FR,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000192,Meridian Balanced Screened UCITS ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,LU,USD,1592.75,USD,2008-05-20,18.3,Synthetic,Distributing,0.26,SIX Swiss Exchange,XSWX,ME0194,CHF,2008-07-22,CH,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,20.81,USD,2010-10-30,15.8,Physical,Distributing,0.61,Deutsche Börse Xetra,XETR,AP0201,EUR,2012-03-23,DE,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000200,Aperture Emerging Markets Enhanced ETF,Aperture Index,Aperture Index,Equity,Emerging Markets,Core,Emerging Markets Broad,IE,USD,20.69,USD,2010-10-30,15.8,Physical,Distributing,0.61,Borsa Italiana,XMIL,AP0203,EUR,2011-04-01,IT,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,110.23,CHF,2024-04-17,2.4,Physical,Distributing,0.65,SIX Swiss Exchange,XSWX,CE0214,CHF,2024-07-29,CH,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000218,Cedar Corporate Bond Enhanced ETF,Cedar Capital,Cedar Capital,Fixed Income,Corporate Bond,Income,Global Corporate Bond,IE,CHF,108.1,CHF,2024-04-17,2.4,Physical,Distributing,0.65,Bolsa de Madrid,XMAD,CE0216,EUR,2025-04-27,ES,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,5364.29,EUR,2010-10-09,15.9,Physical,Accumulating,0.31,Euronext Amsterdam,XAMS,QU0225,EUR,2010-11-02,NL,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000226,Quarry Broad Commodities Index ETF,Quarry Investments,Quarry Investments,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,5112.7,EUR,2010-10-09,15.9,Physical,Accumulating,0.31,SIX Swiss Exchange,XSWX,QU0224,USD,2011-09-22,CH,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.7,Sampling,Distributing,0.15,Euronext Paris,XPAR,VE0232,EUR,2012-02-02,FR,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.7,Sampling,Distributing,0.15,Euronext Amsterdam,XAMS,VE0235,EUR,2013-07-04,NL,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000234,Vela Balanced UCITS ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,LU,EUR,,EUR,2011-12-23,14.7,Sampling,Distributing,0.15,Deutsche Börse Xetra,XETR,VE0231,EUR,2012-09-16,DE,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000242,Atlas Global Large Cap UCITS ETF,Atlas Index,Atlas Index,Equity,Global Large Cap,Core,Global Developed 1000,IE,CHF,70.2,CHF,2008-04-18,18.4,Physical,Accumulating,0.45,Deutsche Börse Xetra,XETR,AT0241,EUR,2008-09-20,DE,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,40.58,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Euronext Amsterdam,XAMS,NO0255,EUR,2027-04-30,NL,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000259,Northstar Technology UCITS ETF,Northstar Asset Management,Northstar Asset Management,Equity,Technology,Thematic,Global Technology Leaders,IE,CHF,39.93,CHF,2025-02-19,1.5,Synthetic,Accumulating,0.61,Bolsa de Madrid,XMAD,NO0256,EUR,2026-04-21,ES,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2331.04,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,Euronext Paris,XPAR,HE0262,EUR,2021-07-27,FR,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2445.61,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,Euronext Amsterdam,XAMS,HE0265,EUR,2022-10-08,NL,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000267,Helix Broad Commodities UCITS ETF,Helix Funds,Helix Funds,Commodity,Broad Commodities,Broad,Diversified Commodity,IE,EUR,2364.3,EUR,2021-06-05,5.2,Physical,Accumulating,0.35,London Stock Exchange,XLON,HE0260,GBP,2023-07-23,GB,Helix Market Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1230.36,EUR,2019-04-22,7.4,Synthetic,Distributing,0.13,London Stock Exchange,XLON,ME0270,GBP,2020-09-20,GB,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000275,Meridian Balanced Enhanced ETF,Meridian ETFs,Meridian ETFs,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,1194.02,EUR,2019-04-22,7.4,Synthetic,Distributing,0.13,Euronext Paris,XPAR,ME0272,EUR,2020-01-16,FR,Meridian Data Service,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000283,Aperture US Equity Screened UCITS ETF,Aperture Index,Aperture Index,Equity,US Equity,Core,US Large Cap 500,IE,EUR,642.82,EUR,2022-04-21,4.4,Physical,Accumulating,0.63,SIX Swiss Exchange,XSWX,AP0284,USD,2022-06-30,CH,Aperture Public Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,414.38,GBP,2016-10-18,9.9,Sampling,Accumulating,0.74,Borsa Italiana,XMIL,CE0293,EUR,2018-12-10,IT,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,410.48,GBP,2016-10-18,9.9,Sampling,Accumulating,0.74,Euronext Paris,XPAR,CE0292,EUR,2018-09-10,FR,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000291,Cedar Short Duration Screened UCITS ETF,Cedar Capital,Cedar Capital,Fixed Income,Short Duration,Defensive,EUR Corporate 1-3Y,IE,GBP,395.09,GBP,2016-10-18,9.9,Sampling,Accumulating,0.74,London Stock Exchange,XLON,CE0290,GBP,2019-03-16,GB,Cedar Fund Data,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,459.06,EUR,2021-01-25,5.6,Physical,Accumulating,0.66,Borsa Italiana,XMIL,QU0303,EUR,2023-04-26,IT,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000309,Quarry US Equity Index ETF,Quarry Investments,Quarry Investments,Equity,US Equity,Core,US Large Cap 500,IE,EUR,486.33,EUR,2021-01-25,5.6,Physical,Accumulating,0.66,Euronext Paris,XPAR,QU0302,EUR,2022-05-08,FR,Quarry Product Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14867.89,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Bolsa de Madrid,XMAD,VE0316,EUR,2011-07-31,ES,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,15101.39,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,London Stock Exchange,XLON,VE0310,USD,2011-01-29,GB,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14924.71,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Euronext Amsterdam,XAMS,VE0315,EUR,2012-03-13,NL,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14830.29,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,SIX Swiss Exchange,XSWX,VE0314,USD,2011-07-07,CH,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,15123.87,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Deutsche Börse Xetra,XETR,VE0311,EUR,2010-04-10,DE,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,14529.06,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Euronext Paris,XPAR,VE0312,EUR,2010-07-20,FR,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000317,Vela Balanced Enhanced ETF,Vela Asset Management,Vela Asset Management,Multi-Asset,Balanced,Allocation,Global 60/40,IE,EUR,15064.93,EUR,2010-01-18,16.6,Physical,Accumulating,0.22,Borsa Italiana,XMIL,VE0313,EUR,2010-05-20,IT,Vela Fund Files,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,150.85,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Euronext Amsterdam,XAMS,AT0325,EUR,2027-12-29,NL,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,151.7,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Borsa Italiana,XMIL,AT0323,EUR,2026-03-26,IT,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,151.93,USD,2025-08-21,1.0,Sampling,Distributing,0.07,SIX Swiss Exchange,XSWX,AT0324,USD,2025-11-25,CH,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000325,Atlas US Equity Screened UCITS ETF,Atlas Index,Atlas Index,Equity,US Equity,Core,US Large Cap 500,IE,USD,145.96,USD,2025-08-21,1.0,Sampling,Distributing,0.07,Euronext Paris,XPAR,AT0322,EUR,2027-12-01,FR,Atlas Data Feed,2026-08-28,2026-08-28T06:30:00+00:00
IE1000000333,Northstar Euro Government Bond UCITS ETF,Northstar Asset Management,Northstar Asset Management,Fixed Income,Euro Government Bond,Duration,Euro Sovereign 7-10Y,IE,EUR,16947.04,EUR,2022-05-04,4.3,Sampling,Accumulating,0.48,Borsa Italiana,XMIL,NO0333,EUR,2022-06-27,IT,Northstar Public Data,2026-08-28,2026-08-28T06:30:00+00:00
